source,generator,graphdta_kd,graphdta_ki,graphdta_ic50,mltle_pKd,vina_score,boltz_affinity,boltz_confidence,smiles,unimol_similarity,moltrans,drugban,tankbind
G1,,8.593926966190338,8.650188112258913,6.3415937423706055,9.55909729003906,-11.7,-0.4158153533935547,0.5852548480033875,C=C1C(=CC=C2CCCC3(C)C2CCC3C(C)C(C)C(C)CCC(=O)O)CC(O)CC1O,0.9720104932785034,0.8984578251838684,0.1380482763051986,
G1,,6.216680943965912,8.404465103149414,5.8111347556114215,7.48872756958008,-10.5,-0.6915204524993896,0.583310067653656,CC(CCCCNCCC(N)=NO)C1CCC=C(CCC2CCC(C)(C)C2=O)CC1,0.9119855165481568,0.976077914237976,0.0074044154025614,
G1,,5.483414351940152,8.854537820816036,4.656098961830139,5.45891666412354,-8.7,0.3250379562377929,0.5736465454101562,CC(CCCCNS(=O)(=O)CCC(F)(F)F)=C1CCCC1,0.8411208987236023,0.8515733480453491,0.0866348594427108,
G1,,7.201055586338044,9.35467247962951,5.957250952720642,5.87759399414063,-9.3,0.1907999515533447,0.5669551491737366,CC(CCCCNS(=O)(=O)CCCCCN1CCC2(CCc3ccccc3)CCC1C2)C(=O)CCCC(C)(C)O,0.8205065727233887,0.9145107865333556,0.0450403094291687,
G1,,5.903350353240967,8.412320518493663,5.905192315578461,7.35491561889648,-10.4,-0.5069546699523926,0.5658119916915894,CC(CCCCNS(=O)(=O)N1CCC1(C)C(=O)CCC(C)(C)O)CC1OC(=O)C(C)(C)C1CC(O)C1C(O)CCCC1O,0.9108372926712036,0.9036418795585632,0.1972415894269943,
G1,,6.434918701648714,9.003046369552624,5.90614277124405,8.91980838775635,-10.7,-1.0469191074371338,0.5826166272163391,CC(CCCCNS(=O)(=O)O)C1CCC2C(=CC=C3CC(O)CC(O)C3)CCCC21C,0.9324484467506408,0.8831456899642944,0.0799202099442482,
G1,,5.600838541984556,8.461320114135749,4.696993887424469,8.0020751953125,-9.5,0.2694296836853027,0.5803882479667664,CC(CCCCNS(=O)(=O)c1ccccc1)C1CC=CC(C)(C)O1,0.8966574668884277,0.8640590906143188,0.104026585817337,
G1,,7.255777835845949,8.818990087509167,5.534021198749543,8.66082286834717,-10.4,-0.4408333301544189,0.582318127155304,CC(CCCCNS(C)(=O)=O)C1CCC2C(=CC=C3CC(O)C4C=CCC(O)C34)CCCC21C,0.9532288312911988,0.9812893271446228,0.4680441319942474,
G1,,6.847737789154054,8.522356843948362,4.9095738530159,6.22482490539551,-9.7,0.0853505134582519,0.5765613317489624,CC(CCCCc1ccc(C(C)(C)C)cc1)CCC1CC(O)CC(=O)O1,0.9327977895736694,0.9124940633773804,0.0032209209166467,
G1,,7.682915925979614,8.466877460479745,5.247420787811281,8.21360206604004,-9.3,-0.8328790664672852,0.5705105066299438,CC(CCCCc1ccc(O)c(CCC(C)(C)F)c1)CC(O)CC(C)(C)O,0.8928098082542419,0.8125140070915222,0.0034569781273603,
G1,,6.236065328121186,8.265994119644152,4.804580509662628,7.87471580505371,-9.0,0.7037930488586426,0.5849899053573608,CC(CCCCc1ccccc1)C1Cc2cc3c(cc2C1)CCC3,0.9261212348937988,0.8366568684577942,0.0005660318420268,
G1,transmol,7.608464718,8.009897232,7.237412453,9.654004097,-12.7,-1.613369465,0.917163014,C=C1C(=CC=C2CCCC3(C)C2CCC3C(C)CC2CC(C)(O)C(=O)N2Cc2ccccc2)CC(O)CC1C,0.9333268404006958,0.8834157586097717,0.6361046433448792,
G1,,8.710568070411682,8.443444490432743,6.399955034255981,9.32546806335449,-11.0,0.1479237079620361,0.5942324995994568,C=C1C(=CC=C2CCCC3(C)C2CCC3C(C)C(C)C)CC(C)C(O)C1O,0.9577558040618896,0.96067076921463,0.2548753321170807,
G1,,7.206855833530428,8.58463521003723,6.2024096846580505,9.43593502044678,-10.1,0.1958565711975097,0.5926841497421265,CC(CCCF)C1CCC2C(=CC=C3CC(O)CC(O)C3)CCCC21C,0.9372103214263916,0.8736258745193481,0.0168251916766166,
G1,,5.538154602050781,8.53812408447266,5.151516795158386,8.12248992919922,-8.5,-0.0977420806884765,0.5768964290618896,CC(CCCF)CC1CCCC1CC(O)CC(C)(C)O,0.8917031288146973,0.8359280228614807,0.0564719289541244,
G1,,6.437341213226318,8.65563139915466,5.629044890403746,8.59475135803223,-10.4,-0.1860625743865966,0.5732492804527283,CC(CCCN)(C(=O)CCCO)C1CCC2C(=CC=C3CC(O)CC(O)C3)CCCC21C,0.959442377090454,0.9754024147987366,0.0443239621818065,
G1,,7.011617779731752,8.445159149169914,5.165652871131899,9.03637981414795,-11.6,-1.871239185333252,0.5927178263664246,CC(CCCN)(C(=O)Nc1ccccc1)C1CCC2CCC=CC(=O)C3CCCCC3=CC=C2C1,0.8910326361656189,0.9679389595985411,0.0102986097335815,
G1,,6.843012213706972,8.66475863456725,5.03584760427475,7.58406352996826,-10.2,-0.8844220638275146,0.5877394676208496,CC(CCCN)(CC(=O)O)C1CCC2C(=CC=C3CC(O)C4(C)CCC34C)CCC21C,0.9555259346961976,0.9463478326797484,0.7991218566894531,
G1,,5.691643953323364,8.510832929611203,4.920209288597107,5.9277229309082,-6.6,1.9294238090515137,0.5694103837013245,CC(CCCN)(CC(F)(F)C(F)F)C1CC1C(=O)O,0.7720385789871216,0.9280048608779908,0.3089263141155243,
G1,,6.244307756423951,8.618953371047976,5.626710653305054,5.83272075653076,-9.5,-1.4865589141845703,0.5783407092094421,CC(CCCN)(CCC(=O)C=CC=C1CC(O)CC1O)CC(Cl)(Cl)Cl,0.8509362936019897,0.7987150549888611,0.8919074535369873,
G1,,5.909940779209136,8.525445270538334,6.665612280368806,5.84827136993408,-8.7,-0.3683240413665771,0.5779392719268799,CC(CCCN)(CCC(O)(C(F)(F)F)C(F)(F)F)C(=CC#CCC(=O)O)CC1OCCCCO1,0.8307943344116211,0.9463555216789246,0.9764837622642516,
G1,,5.584812641143799,8.435379028320314,5.274068534374237,4.93409633636475,-8.2,0.8022968769073486,0.5866994261741638,CC(CCCN)(c1ccc(O)cc1)c1ccc(OS(C)(=O)=O)cc1,0.8666268587112427,0.869179368019104,0.351853996515274,
G1,,5.815588533878326,7.791488599777222,4.387760251760483,6.14771175384522,-6.7,1.083457589149475,0.5699558258056641,CC(CCCN)C1CC(O)C(O)CC1O,0.8438208103179932,0.7919994592666626,0.0077131637372076,
G1,,8.519215643405914,8.474604463577265,6.426778793334963,9.29164123535156,-11.2,-0.1354193687438964,0.6078862547874451,C=C1C(=CC=C2CCCC3(C)C2CCC3C(C)C(C)C)CC(O)C(=O)C1O,0.9571369886398317,0.9301092624664308,0.1868988871574401,
G1,,5.61383330821991,8.25166473388671,5.338574886322022,6.64910984039307,-8.0,0.480938196182251,0.5861479043960571,CC(CCCN)N1C(C)CCC1(C)c1ccc(O)cc1,0.8586401343345642,0.7790431976318359,0.00891147647053,
G1,,6.18325209617615,8.459707593917848,4.7707735896110535,6.4131031036377,-10.9,0.0625743865966796,0.5858602523803711,CC(CCCN1CCC(O)(c2ccc(O)cc2)CC1)c1ccc(O)cc1,0.9006127715110779,0.8312535285949707,0.0004696419346146,
G1,,6.241716682910919,8.592640590667719,4.899945557117463,6.36959266662598,-9.6,0.0078637599945068,0.5794278979301453,CC(CCCN1CCC(OCC2CCCO2)CC1)c1ccc(O)cc1,0.9219821691513062,0.8183269500732422,0.0006413928349502,
G1,,5.6914376616477975,8.31175050735474,4.544517159461977,8.16345500946045,-8.3,0.3539879322052002,0.5830078125,CC(CCCNC(=O)C(CCCO)NC(=O)OCc1ccccc1)C(=O)O,0.873824417591095,0.8373175263404846,0.0048865438438951,
G1,,7.006970524787904,8.524064302444453,5.402190446853638,9.35349845886231,-11.6,-0.9694712162017822,0.5666124224662781,CC(CCCNC(=O)CCC(=O)C(=O)O)C1CCC2C(=CC=C3CC(O)CC(O)C3)CCCC21C,0.9327848553657532,0.961061418056488,0.0526185110211372,
G1,,6.030636906623842,8.17989287376405,5.314541697502136,8.46128177642822,-10.0,-1.2394022941589355,0.5691878795623779,CC(CCCNC(=O)c1ccc(C#CC(C)(C)OC(=O)C(=O)O)cc1)CC(O)CCc1ccccc1,0.9206242561340332,0.80555659532547,0.0363700054585933,
G1,,5.521202623844147,8.574908733367929,4.460310697555542,7.85785484313965,-9.6,-0.9546961784362792,0.577564537525177,CC(CCCNC(=O)c1ccc(C(CCCO)CC(O)CC(O)CCC(=O)O)cc1)CC1OCCO1,0.9018813371658324,0.9337030053138732,0.011193404905498,
G1,,5.344207942485809,8.108014011383046,4.737164437770845,8.76095104217529,-9.9,0.8154144287109375,0.57710200548172,CC(CCCNC(=S)NC(=O)c1ccccc1)c1ccccc1,0.8764203786849976,0.9364004731178284,0.0005646162899211,
G1,,7.173302352428438,9.136160087585449,5.581303775310516,9.44113349914551,-11.2,-0.8210997581481934,0.5748567581176758,CC(CCCNC(C)(C)C)C1CCCC12CCC(CC=C(c1cccc(F)c1)c1ccc(F)cc1F)C2,0.8826173543930054,0.9568979740142822,0.0028458945453166,
G1,,7.674967110157013,8.915356302261351,5.707653760910034,9.03878974914551,-10.9,-0.9999673366546632,0.5800973773002625,CC(CCCNCC(C)(C)O)C1CCC2C(=CC=C3CC(O)C4(CCC4)CC32C)C1,0.9522978067398072,0.9488779902458192,0.0725029557943344,
G1,,8.520438373088837,8.773991918563846,6.203717768192293,9.53468132019043,-12.6,-2.294136047363281,0.5725094676017761,C=C1C(=CC=C2CCCC3(C)C2CCC3C(C)C(C)C2CCC3(C)C(C(C)CC(C)CC(=O)O)CCC23)CC(O)CC1O,0.9442402720451356,0.9232015609741212,0.3508653342723846,
G1,,6.411916613578796,8.627774715423584,6.068800568580627,6.67763614654541,-10.2,-2.281467914581299,0.5690875053405762,CC(CCCNCC(O)(CC(=O)O)CC1OCCCC1CCC(F)(F)C(F)(F)F)=C1CC(O)CC1=CCC(CC(=O)O)C(C)(C)C,0.8079352974891663,0.8596957921981812,0.5775483250617981,
G1,,6.780956625938416,8.756696557998664,6.187284886837005,6.87372970581055,-6.8,-1.8184404373168943,0.5671425461769104,CC(CCCNCC1CCC1)=C1CCC2C(=C2CC(O)C(F)(F)C(F)(F)F)CCC=C2CCCC3(C)C2CCC3C(C)CC1O,0.8905600309371948,0.8941150307655334,0.4396091997623443,
G1,,5.850163698196411,8.221914958953862,5.229428112506867,6.88207530975342,-8.3,-0.9312171936035156,0.5761414170265198,CC(CCCNCCC(C)(C)O)CN1CC(CC2CCCO2)N(C)C1=O,0.9216102361679076,0.9565126299858092,0.017414329573512,
G1,,5.988116681575774,9.020471334457406,5.308576822280884,7.23212814331055,-10.4,-0.4308297634124756,0.5646591782569885,CC(CCCNCCC1(c2ccccc2)CC1)NC(=O)CCC(C)(C)c1ccc(Cl)cc1,0.8069007396697998,0.938058614730835,0.0005111385253258,
G1,,7.619479894638063,8.553253698349,6.079961001873017,8.75564670562744,-10.6,-1.6158642768859863,0.5703195929527283,CC(CCCNCCNC#N)C1CCC(=CC=C2CCCC3(C)C2CCC3C(C)CCCCCCC(C)(C)O)CC1O,0.8662074208259583,0.7626033425331116,0.2351783066987991,
G1,,6.391999542713167,8.545813989639289,5.996283292770386,9.08214378356934,-4.3,-1.908094882965088,0.5675698518753052,CC(CCCNS(=O)(=O)C(C)C)C1CCC2C(=CC=C3CC(O)C4(C)CCC(O)C(CC4O)C31O)CC1OC1C21CCC1O,0.8798667788505554,0.83384108543396,0.2471413165330886,
G1,,8.39340329170227,9.309677839279177,6.511610627174377,9.26933670043945,-11.6,-1.754664421081543,0.5667190551757812,CC(CCCNS(=O)(=O)CCCS)C1CCC2C(=CC=C3CC(O)CC(=CCCc4ccc(O)cc4)C(O)C3)CCCC21C,0.8855451941490173,0.9085565209388732,0.1021298915147781,
G1,,7.215070664882658,8.922986221313469,6.335918068885805,9.38461875915527,-11.9,-0.9019241333007812,0.5791990160942078,CC(CCCNS(=O)(=O)c1ccc(C#N)cc1)C1CCC2C(=CC=C3CC(O)CC(O)C3)CCCC21C,0.9337708950042723,0.9198505878448486,0.0914859101176261,
G1,,6.609147489070892,9.171550321578971,6.0271859169006365,7.55525779724121,-10.4,-0.0558886528015136,0.5672093629837036,CC(CCCNS(=O)(=O)c1ccc(C(C)(C)C)cc1)N1CCC(CCC(O)(c2ccccc2)c2ccc(Cl)cc2)CC1,0.8375667333602905,0.8057576417922974,0.0116221103817224,
G1,,7.93015480041504,9.124258184432984,6.3964074850082415,8.42210388183594,-7.9,-3.368931293487549,0.5777718424797058,CC(CCCNS(=O)(=O)c1ccccc1)C1CCC2OC3CC(=O)C(C)C3CCC34CCCC3(C)C(O)CC4=CC=C2CC1O,0.8982338905334473,0.923992395401001,0.4909274578094482,
G1,,8.877885937690735,8.999287176132196,6.248482882976534,9.62162399291992,-12.1,-1.1504793167114258,0.5789521336555481,C=C1C(=CC=C2CCCC3(C)C2CCC3C(C)C(C)C=CCCC(C)CC(=O)O)CC(O)CC1O,0.972049593925476,0.9536455869674684,0.3643313348293304,
G1,,5.8353057503700265,8.904651260375974,5.25483751296997,6.76258563995361,-10.2,-1.265305995941162,0.5758165121078491,CC(CCCNS(=O)(=O)c1ccccc1)N1CCC(CCCO)(c2ccc(Cl)cc2)CC1,0.8680894374847412,0.8164800405502319,0.0028257025405764,
G1,,5.4786438941955575,8.433047533035293,4.59515416622162,6.15709781646729,-8.9,0.4332582950592041,0.5765399932861328,CC(CCCNS(C)(=O)=O)C1CCC(CC2CCC2O)C1C,0.8971763849258423,0.959330916404724,0.0573360063135623,
G1,,6.261310160160065,8.541495227813714,5.404198706150055,8.36241436004639,-11.2,-1.196352481842041,0.5741685032844543,CC(CCCNS(C)(=O)=O)C1CCC2C(=CC=C3CC(O)CC(O)C3)CCCCC21,0.9400877952575684,0.9541191458702089,0.3807603716850281,
G1,,6.11896425485611,8.462206125259408,5.743413746356966,8.40042304992676,-10.7,-0.7785084247589111,0.5796362161636353,CC(CCCNS(C)(=O)=O)C1CCC2CCC(CCC(O)CCc3ccc(O)cc3)CC1O2,0.9221972823143004,0.9696624279022216,0.0173518750816583,
G1,,5.231292486190796,8.399564170837397,4.592853903770448,6.64173126220703,-7.4,-0.2701368331909179,0.5809440016746521,CC(CCCNS(C)(=O)=O)C1CCCCC1(C)C,0.8881412744522095,0.8000510931015015,0.3727825582027435,
G1,,5.935407459735872,8.533548641204835,5.161135733127595,5.85217380523682,-7.8,-0.4054546356201172,0.5811307430267334,CC(CCCO)(CCC1=C(O)C(=O)CCC1)CC(O)CCC(O)CCOO,0.8837200403213501,0.944743812084198,0.1738065928220749,
G1,,5.906638503074646,8.02261023521422,4.843873918056486,7.58595943450928,-7.9,-0.8806257247924805,0.5749952793121338,CC(CCCO)(CCC1OC1CCCC1OC1O)CC(O)CC(O)CO,0.8860182166099548,0.854080855846405,0.0266567207872867,
G1,,7.208463907241821,8.477334880828861,5.347022652626038,9.28809928894043,-10.4,-0.0434293746948242,0.5902518630027771,CC(CCCO)C1CCC2C(=CC=C3CC(O)CC(O)C3)CCCC21C,0.9590365886688232,0.8777514100074768,0.0136884413659572,
G1,,5.699795126914978,7.73499321937561,4.336900264024734,5.65164661407471,-7.8,-0.0869529247283935,0.5815712809562683,CC(CCCO)CC(=O)CCCOC1OC(CO)C(O)C(O)C1O,0.8209651708602905,0.8370485305786133,0.0502650775015354,
G1,,5.435530245304108,7.811319351196294,4.422217965126038,5.79757976531982,-5.5,1.1700668334960938,0.5608184933662415,CC(CCCS)C(=O)O,0.7731395959854126,0.7305846214294434,0.6708669066429138,
G1,,8.898086786270142,8.86992921829225,6.946614265441895,9.67450332641602,-10.9,-1.0089261531829834,0.5918254256248474,C=C1C(=CC=C2CCCC3(C)C2CCC3C(C)C(C)CC(C)(C)O)CC(O)CC1O,0.9744439721107484,0.9535608291625975,0.3975061476230621,
G1,,5.929112911224366,8.201206970214841,4.673759937286379,5.40727996826172,-7.9,0.5749475955963135,0.5823860168457031,CC(CCCS)CCC(C)(C)OC1OC(CO)C(O)C(O)C1O,0.8601442575454712,0.9781746864318848,0.0310540795326232,
G1,,7.902684330940247,8.925720357894898,6.793053686618805,6.3776741027832,-7.5,-2.945633888244629,0.575558066368103,CC(CCCSCCC(C)(C)O)C1CCC2C(C3=CC(=O)CC3O)=CC=C3CC(O)C4(C)CCC34CCC3(C)CC1CCC23,0.9341800808906556,0.8828004002571106,0.9796504974365234,
G1,,7.184443533420561,8.497879934310903,5.700096487998962,9.24007225036621,-10.3,-0.1181526184082031,0.5868808627128601,CC(CCCSCO)C1CCC2C(=CC=C3CC(O)CC(O)C3)CCCC21C,0.972683608531952,0.8576405644416809,0.1458548009395599,
G1,,6.4454309344291705,8.081929016113268,4.9701209664344805,8.68453216552734,-8.9,-0.0202002525329589,0.583515465259552,CC(CCCc1cn(CCC(=O)O)c2ccccc12)CC(O)CC(C)(C)O,0.9032949209213256,0.8018222451210022,0.0115396315231919,
G1,,6.706254422664642,8.30545625686646,4.807415068149567,8.68845081329346,-11.3,-1.2586374282836914,0.5707481503486633,CC(CCCc1cn(CCC(O)c2ccccc2)nn1)CC(O)CC(=O)C=Cc1ccc(O)cc1,0.8405967950820923,0.9174456000328064,0.0015652283327654,
G1,,8.234119653701779,8.754377651214593,5.88776344060898,8.73386478424072,-13.0,-0.5930390357971191,0.5784124732017517,CC(CCOC(=O)c1ccc(C(C)(C)C)cc1)C1CCC2C(=CC=C3CC(O)CC(O)C3)CCCC21C,0.9024688005447388,0.9387052655220032,0.0359938852488994,
G1,,6.165532171726226,8.17000117301941,5.02850317955017,6.69963932037354,-9.1,0.1068270206451416,0.580882728099823,CC(CO)(CCCCCCN)CC(O)CC1C(O)CCC(O)C1(C)C,0.9165805578231812,0.8590816855430603,0.0629624351859092,
G1,,6.628797590732576,7.979983186721808,4.940024375915529,7.51862812042236,-8.6,1.0912950038909912,0.5873669981956482,CC(CO)(CO)C1CC=C2CCCC3=CC(=O)CCC23C1,0.8412764072418213,0.7724652290344238,0.7891899943351746,
G1,,5.808758795261383,8.119937181472782,4.585811018943787,8.49405288696289,-8.4,0.9133336544036864,0.5867249369621277,CC(CO)(CO)NCc1cccc(C(=O)C=CCO)c1,0.8612444996833801,0.7918733954429626,0.7938486337661743,
G1,,6.303530693054197,7.9941120147705025,5.253250956535339,6.18872261047363,-8.3,-0.4401137828826904,0.5867868661880493,CC(CO)=C1CCC(=O)C(CCCCC(C)(C)C)=C(C)C(O)C1,0.9244058132171632,0.8614287972450256,0.9462409019470216,
G1,,8.802478075027466,8.736643409728993,6.510597825050355,9.59584426879883,-11.7,-0.5094034671783447,0.5924434065818787,C=C1C(=CC=C2CCCC3(C)C2CCC3C(C)C(C)CC(C)(C)O)CCCC1O,0.9464709758758544,0.9630411863327026,0.5500633716583252,
G1,,7.669622659683234,8.55884780883788,5.457372307777405,8.34848785400391,-8.4,-0.1770811080932617,0.5947844386100769,CC(CO)CC1C#CCSC2CCCCC2=CC=C2CCC13C(C)CCC2C3C,0.9065859913825988,0.9342094659805298,0.7754127979278564,
G1,,6.01375472545624,7.979902172088616,4.758057773113251,5.22263622283936,-7.4,,,CC(CO)CCCCCNCCC(O)C(C)O,0.8679622411727905,0.810265302658081,0.0047759180888533,
G1,,6.294415414333345,8.702051877975466,5.2819968461990365,9.04862594604492,-9.1,-0.3664519786834717,0.5931404232978821,CC(CO)Nc1cccc(-c2ccc(C3CC3)c(F)c2)n1,0.8378375768661499,0.7926644682884216,0.0007059425115585,
G1,,8.325651109218597,9.34059720039367,6.180868446826935,9.27459716796875,-12.3,-0.9438343048095704,0.5787866711616516,CC(Cn1nccc1C(O)(c1ccccc1)c1ccccc1)C1CCC2C(=CC=C3CC(O)CC(O)C3)CCCC21C,0.9000381231307983,0.8698215484619141,0.0165090970695018,
G1,,6.565644979476929,9.168129634857175,6.833097517490389,6.4462308883667,-6.9,-0.9981708526611328,0.5592730045318604,CC(F)CC(C#Cc1ccc(-c2ccc(C#CCC3CCC3)c(C#CCCO)c2)cc1C(=O)NCCN(C)C)(CC(O)(CC(F)(F)F)C(F)(F)F)C(F)(F)F,0.7552679777145386,0.7940549254417419,0.9374942183494568,
G1,,6.552371084690094,8.346984624862676,5.202397942543031,7.61133193969727,-8.1,-0.4981875419616699,0.5749785304069519,CC(N)(CCC(=O)C(F)(F)F)CC1OC(n2ccc(=O)[nH]c2=O)CC1O,0.8135193586349487,0.8362858891487122,0.3148010373115539,
G1,,5.748910665512085,8.131959199905392,4.695414364337919,8.87541007995606,-9.5,1.474745512008667,0.5901606678962708,CC(N)C(=O)N1CCCc2cc(O)c(O)cc2CC1,0.8860268592834473,0.7677147388458252,0.0004281004949007,
G1,,5.62714970111847,8.260648775100709,4.809184551239014,7.65729522705078,-9.2,-0.7668068408966064,0.5816609859466553,CC(NC(=O)C(CCCNC(=O)C(=O)N1CCCS1(=O)=O)C(C)(C)C)C(=O)C(=O)O,0.8455724716186523,0.9493409395217896,0.7890509963035583,
G1,,6.024033904075624,7.935058736801143,4.641469836235046,7.95628356933594,-10.7,-0.222034215927124,0.577602744102478,CC(NC(=O)C(N)CCC(=O)Nc1cccc(C(=O)N2CCOCC2)c1)C(O)CC(O)CC(=O)O,0.8565932512283325,0.9705981612205504,0.0747047066688537,
G1,,7.433435559272766,8.693135547637935,5.129267156124117,9.40408515930176,-10.8,-0.3221902847290039,0.5812702178955078,CC(NCC(CCC(=O)O)C(=O)O)C1CCC2C(=CC=C3CCCC(O)C3)CCCC21C,0.9654053449630736,0.9059026837348938,0.0819207951426506,
G1,,8.823895454406738,9.084289789199827,7.045676648616791,9.54935359954834,-10.0,-1.996445178985596,0.5703651309013367,C=C1C(=CC=C2CCCC3(C)C2CCC3C(C)C(C)CC(C)(O)CC2CC(O)CC(=O)C2CCC(O)C(C)(C)CC)CC(O)CC1O,0.8945802450180054,0.8705111145973206,0.4829866588115692,
G1,,7.487563371658325,8.243387079238897,5.995682716369629,6.86707401275635,-11.6,-1.2575483322143557,0.5863323211669922,CC(O)(C#Cc1cc2c(cc1F)C1CC13CC(CC(=O)O)(C2)C3)C1CC1,0.8036041855812073,0.8756900429725647,0.3971540927886963,
G1,,7.73542356491089,8.808353519439693,6.007594525814058,8.52252006530762,-10.8,-0.2441439628601074,0.5780537128448486,CC(O)(CCCCCCCCCO)C1CCC2C(=CC=C3CC(O)CC(O)C3)CCCC21C,0.95572829246521,0.9450694918632508,0.0260696429759264,
G1,,5.455396115779877,9.0263286113739,5.986035406589508,5.46832370758057,-9.9,-0.5387732982635498,0.5790552496910095,CC(O)(c1ccc(OCCC(O)(CC(F)(F)F)C(F)(F)F)c(Cl)c1)C(F)(F)F,0.6903987526893616,0.8714789748191833,0.8964363932609558,
G1,,5.5597510933876055,8.909601259231563,5.538748800754551,7.48813056945801,-9.7,-1.8780980110168457,0.5844560861587524,CC(O)(c1ccc(OCCCOc2ccc(C#CCO)cc2)cc1)C(O)(CCF)C(=O)O,0.8384281396865845,0.9587462544441224,0.231199562549591,
G1,,7.087944567203524,8.418917036056516,5.746628701686861,6.67848205566406,-9.3,-0.4871723651885986,0.5840204358100891,CC(O)C1C(=CC#CCCCC#CC2CCC2)CC(O)CC1O,0.8698398470878601,0.9157646894454956,0.1827952861785888,
G1,,7.748829185962677,8.998189496994012,6.905100286006928,7.49670028686523,-5.9,-2.709765911102295,0.5619264245033264,CC(O)CC(C)CCC1SCC2(CCC(O)(CC(=O)O)CC2=O)C(CCC2C3=CC=C(CC(O)C4CC(O)CC(O)C4)C2(C)CCC3)C1=CC=CC(O)C(F)(F)F,0.8768911957740784,0.853341817855835,0.0920700654387474,
G1,,6.974358081817628,8.251665639877313,5.17537695169449,9.32010078430176,-9.8,-1.6554689407348633,0.5830169916152954,CC(O)CCC(c1ccc(C=CCCc2ccc(O)cc2)o1)C(O)CCCC(O)CC(=O)O,0.8572902083396912,0.905127763748169,0.0043027428910136,
G1,,5.3662206530571,7.743274068832397,4.41300505399704,6.773756980896,-6.9,1.2214728593826294,0.5717363953590393,CC(O)CCC1CCC(C)C(CC(=O)O)C1,0.8694695234298706,0.8464811444282532,0.0311158131808042,
G1,,6.4029802083969125,8.560269737243653,5.2051130533218375,8.57411098480225,-10.6,0.0991582870483398,0.5847862362861633,CC(Oc1ccc(CCC(O)CCC(C)(C)C)cc1)C1CCC2C(=O)CC(O)C21C,0.8729667663574219,0.9433799386024476,0.1298864930868148,
G1,,6.95634698867798,8.905543327331543,6.828840494155884,6.75703239440918,-11.1,-1.5793352127075195,0.5408655405044556,CC(SCC=CC#CCC#CC#CCC#CC#CC#CC#CC#CC#CC(O)(C(F)(F)F)C(F)(F)F)C1CCC2C(=CC=C3CC(O)CC(O)C3)CCCC21C,0.6788415312767029,0.8407661318778992,0.9997202754020692,
G1,,8.891149997711182,8.860235643386847,6.982886672019959,9.70450782775879,-11.9,-0.8088617324829102,0.5827757716178894,C=C1C(=CC=C2CCCC3(C)C2CCC3C(C)C(C)CC(C)CC(C)(C)O)CC(O)CC1O,0.970410943031311,0.8955598473548889,0.3676933944225311,
G1,,7.3726054430007935,8.515745115280152,5.2459797859191895,9.349928855896,-11.7,-0.91436505317688,0.5849142074584961,CC(SCCC1CCC1O)C1CCC2C(=CC=C3CC(O)CC(O)C3)CCC1C2(C)C,0.9613208770751952,0.947972297668457,0.0387545675039291,
G1,,6.68570041656494,9.140607118606562,5.993946075439455,5.60017776489258,-10.8,-0.9039309024810792,0.5814990997314453,CC(c1cccc(C#CCCO)c1)n1nc(CCc2ccc(O)c(CCC3CC3)c2)o1,0.9017775058746338,0.9334704875946044,0.0002181752788601,
G1,,5.766034245491029,8.748708820343023,6.191133260726929,6.56206893920898,-9.1,-1.0317342281341553,0.5705145597457886,CC1(C(=O)CC(O)CC(CCO)c2c(C(=O)NCCC(F)(F)F)ncn2C(C)(C)C(=O)NC2CCC2)CCC(O)C1,0.838517427444458,0.8540471196174622,0.0854682177305221,
G1,,5.147877275943754,7.878933000564571,4.503516435623171,7.54319190979004,-7.2,1.707031011581421,0.5769124031066895,CC1(C(=O)N(CC(=O)O)Cc2ccccc2)CC1O,0.8370115756988525,0.8445160984992981,0.0226848199963569,
G1,,5.380760133266449,7.798236131668086,4.693433701992035,7.29839038848877,-8.0,0.0301942825317382,0.5864108800888062,CC1(C(=O)NC(CC(=O)O)C(=O)NCC(=O)O)CCCC1S(C)(=O)=O,0.764423668384552,0.8434926867485046,0.743507981300354,
G1,,6.365652322769163,8.53786678314209,6.916405439376831,6.86945629119873,-9.9,-2.375267505645752,0.5733727812767029,CC1(C(=O)NC(Cc2cccc(C(F)(F)F)c2)C(=O)C=C2CCCN2)CC(O)=C1CCC#CC#CC#N,0.787575900554657,0.8959560394287109,0.9600437879562378,
G1,,7.225226163864136,8.706659746170049,5.296249866485596,9.02217197418213,-11.8,-0.2286975383758545,0.5875090956687927,CC1(C(=O)NCC(O)C(=O)O)CCC2C(=CC=C3CC(O)CC(O)C3)CCCC21C,0.8930443525314331,0.943625509738922,0.1349992454051971,
G1,,6.486129701137541,9.02028684616089,5.121616125106813,8.30512714385986,-9.8,-1.0068156719207764,0.5859049558639526,CC1(C(=O)NCCNC(=O)c2ccc(OCCCc3ccccc3)cc2)CC(CCO)C1O,0.8504000902175903,0.7887674570083618,0.0011946132872253,
G1,,5.94306343793869,8.172408390045172,4.955303251743317,8.64151668548584,-12.3,-0.4172666072845459,0.581321656703949,CC1(C(=O)NCc2ccc(CC(O)CCCc3cccc(O)c3)cc2)CC(O)C(O)C(O)C1,0.8912779092788696,0.7798265218734741,0.0101955188438296,
