smiles,source,generator,graphdta_kd,graphdta_ki,graphdta_ic50,mltle_pKd,vina_score,boltz_affinity,boltz_confidence,drugban_affinity,moltrans_affinity,tankbind_affinity,unimol_similarity,MW,cLogP,tPSA,HBD,HBA,RotB,RingCount,AromaticRingCount,FractionCSP3,HeavyAtomCount,FormalCharge,MR,NumStereocenters,BertzCT,LabuteASA,QED,SAScore,meta_score,has_a_ring,is_secosteroidal,c2_modified,pentacyclic,has_o5ring,sidechain_cycle,n_rings,non_steroidal
CCn1c(C(=O)NC(C(=O)O)C(C)C)ccc1C(CC)(CC)c1ccc(C#CC(O)(CC)CC)c(C)c1,G2,reinvent_transmol,7.057174683,6.358311653,6.996700764,8.503624916,-11.3,-1.559705853,0.932854474,-8.541671221,-7.165562204,8.230330467224121,0.95350593,508.330107888,5.664120000000006,91.56,3.0,4.0,11.0,2.0,2.0,0.5483870967741935,37.0,0.0,148.78479999999985,1.0,1157.6011680848696,222.0320129154464,0.3414376489285893,3.7968258896649294,0.7993393079408397,False,False,False,False,False,True,2,True
C=C1C(=CC=C2CCCC3(C)C2CCC3C(C)CCCCCC(C)(C)O)CC(O)CC1O,G2,gmdldr_reinvent,7.824206352,8.954460144,7.49669075,9.462109566,-11.3,-2.165242195,0.930794179,-7.719622849,-7.184496682,8.113748550415039,0.9722962,444.3603453959999,6.484900000000009,60.69,3.0,3.0,8.0,3.0,0.0,0.7931034482758621,32.0,0.0,133.27240000000006,6.0,712.403843817482,196.25402893038216,0.3752365613857059,4.484832979618474,0.7830061085729338,True,True,False,False,False,True,3,False
C=C1C(=CC=C2CCCC3(C)C2CCC3C(C)CCCCO)CC(O)CC1O,G2,gmdldr_reinvent,7.077894688,8.679355621,7.405324936,9.617853165,-11.3,-1.65863657,0.934992135,-8.395533908,-7.428119752,7.410696029663086,0.9710216,388.2977451399999,4.926100000000006,60.69,3.0,3.0,6.0,3.0,0.0,0.76,28.0,0.0,114.82640000000006,6.0,619.2824958047364,170.7942604727957,0.5657027510348076,4.394788854504887,0.8246290798229179,True,True,False,False,False,True,3,False
C=C1C(O)CC(=CC=C2CCCC3(C)C2CCC3C(C)C(O)CC(C)(C)O)CC1O,G2,gmdldr_reinvent,8.295736313,7.907877922,5.651575089,9.564033508,-11.3,-1.397017241,0.930586934,-8.766415441,-7.496215155,7.875622749328613,0.9580222,418.30830982399993,4.2854000000000045,80.92,4.0,4.0,5.0,3.0,0.0,0.7692307692307693,30.0,0.0,120.81120000000008,7.0,684.3123816652825,181.9534363393884,0.5023392253812897,4.953031108744129,0.8285433787122878,True,True,False,False,False,True,3,False
C=C1C(O)CC(=CC=C2CCCC3(C)C2CCC3C(C)CCCC(O)(CC)CC)CC1O,G2,gmdldr_reinvent,7.599087715,8.069581985,6.945237637,9.174864769,-11.3,-2.170460463,0.928444386,-9.196092857,-6.851855132,8.306099891662598,0.9651773,444.360345396,6.4849000000000085,60.69,3.0,3.0,8.0,3.0,0.0,0.7931034482758621,32.0,0.0,133.27240000000006,6.0,699.9136188218089,196.25402893038216,0.3752365613857059,4.747099588010083,0.8541500126978387,True,True,False,False,False,True,3,False
C=C1C(=CC=C2CCCC3(C)C2CCC3C(C)CC(O)CC(C)(C)O)CC(O)CC1O,G2,gmdldr_reinvent,7.802532673,8.083460808,7.106479645,9.697929382,-11.4,-1.927687645,0.920661569,-7.988798563,-6.745353599,7.704024314880371,0.9780287,432.32395988799993,4.675500000000006,80.92,4.0,4.0,6.0,3.0,0.0,0.7777777777777778,31.0,0.0,125.42820000000007,7.0,715.2383032419245,188.31837845378493,0.4914001667484857,4.786187641635199,0.7861869227417846,True,True,False,False,False,True,3,False
C=C1C(=CC=C2CCCC3(C)C2CCC3C(C)CCCC(C)(C)O)CC(O)C(=C)C1O,G2,gmdldr_reinvent,8.289661407,7.85766983,7.569021225,9.645210266,-11.4,-2.268086672,0.929870725,-8.459087456,-7.424335183,8.13407039642334,0.96820736,428.3290452679999,5.870800000000008,60.69,3.0,3.0,6.0,3.0,0.0,0.7142857142857143,31.0,0.0,128.5614000000001,6.0,752.7094852978901,189.19948378380127,0.4636462287272037,4.8045432974682925,0.8279687501511201,True,True,False,False,False,True,3,False
C=C1C(=CC=C2CCCC3(C)C2CCC3C(C)CCCC(C)CC)CC(O)CC1O,G2,gmdldr_reinvent,8.530964851,8.939630508,7.574224472,9.428231239,-11.4,-2.375391006,0.925942421,-7.504982267,-7.308094637,7.491338729858398,0.96933377,414.3497807119999,6.9799000000000095,40.46,2.0,2.0,7.0,3.0,0.0,0.7857142857142857,30.0,0.0,127.19560000000008,7.0,659.5502416654234,185.0948530637896,0.4715641924999232,4.525604932243254,0.7781581544704959,True,True,False,False,False,True,3,False
C=C1C(O)CC(=CC=C2CCCC3(C)C2CCC3C(C)CCC(O)C(C)(C)O)CC1O,G2,gmdldr_reinvent,8.369978905,7.313835144,7.551535606,9.780267715,-11.4,-2.306513786,0.923167646,-8.441590173,-6.998100694,8.0391263961792,0.976537,432.32395988799993,4.675500000000006,80.92,4.0,4.0,6.0,3.0,0.0,0.7777777777777778,31.0,0.0,125.42820000000007,7.0,699.2383032419245,188.31837845378493,0.4596853770541843,4.817473355920913,0.8196308648852066,True,True,False,False,False,True,3,False
C=C1C(O)CC(=CC=C2CCCC3(C)C2CCC3C(C)CCCCC(C)(C)O)CC1O,G2,gmdldr_reinvent,8.336514473,8.283073425,6.651508808,9.544487,-11.4,-2.026478052,0.92422241,-8.717964373,-6.55788433,8.171040534973145,0.9763004,430.344695332,6.094800000000007,60.69,3.0,3.0,7.0,3.0,0.0,0.7857142857142857,31.0,0.0,128.6554000000001,6.0,681.5363567709121,189.8890868159856,0.3379733243322467,4.617974654934356,0.8275451042373447,True,True,False,False,False,True,3,False
CCC(CC)(c1ccc(OCCC(O)C(C)(C)C)c(C)c1)c1ccc(OCC(O)C(C)(C)C)c(C)c1,G2,gmdldr_reinvent,6.15429306,6.754516602,5.031374931,8.491132736,-11.4,-1.367988706,0.925377011,-8.781468747,-7.175865959,7.423898696899414,0.9530537,498.37091007999993,7.37124000000001,58.92,2.0,4.0,11.0,2.0,2.0,0.625,36.0,0.0,150.25059999999985,2.0,976.6257361145546,219.60289757689893,0.3394535972240841,3.580165385228989,0.7963334751859118,False,False,False,False,False,True,2,True
CCn1c(C(=O)NC(CC(C)C)C(=O)O)ccc1C(CC)(CC)c1ccc(OCC(O)C(C)(C)C)c(C)c1,G2,gmdldr_reinvent,6.916061401,6.519806862,6.363327503,9.227231979,-11.4,-1.349986553,0.918855608,-8.571326899,-6.699235401,7.83133602142334,0.9288806,528.356322636,5.937420000000007,100.79,3.0,5.0,13.0,2.0,2.0,0.6129032258064516,38.0,0.0,151.94879999999978,2.0,1092.174823168335,228.146332753094,0.2988123695823449,3.775175602134613,0.783240436021246,False,False,False,False,False,True,2,True
C=C1C(=CC=C2CCCC3(C)C2CCC3C(C)CCCCC(C)(C)O)CC(O)CC1O,G2,gmdldr_reinvent,7.861185074,8.962076187,7.269982815,9.671792984,-11.5,-2.507616282,0.924928963,-7.734586392,-6.895947109,7.999107360839844,0.96610147,430.3446953319999,6.094800000000008,60.69,3.0,3.0,7.0,3.0,0.0,0.7857142857142857,31.0,0.0,128.6554000000001,6.0,697.5363567709122,189.8890868159856,0.4280162544006782,4.496237641359693,0.7789161461082474,True,True,False,False,False,True,3,False
C=C1C(O)CC(=CC=C2CCCC3(C)C2CCC3C(C)C(C)CCC(C)(C)O)CC1O,G3,transmol-reinvent-gmdldr,8.201101303,7.747335434,6.469026089,9.539405823,-11.5,-2.102256536,0.924841881,-8.511606618,-7.046426256,8.251372337341309,0.97991896,430.344695332,5.950700000000007,60.69,3.0,3.0,6.0,3.0,0.0,0.7857142857142857,31.0,0.0,128.58540000000008,7.0,696.2594404805618,189.8890868159856,0.4562941073824033,4.894599729547287,0.8164070640167578,True,True,False,False,False,True,3,False
C=C1C(=CC=C2CCCC3(C)C2CCC3C(C)C(CC)CCC(C)(C)O)CC(O)CC1O,G2,gmdldr_transmol,8.636537552,8.610342979,7.39586544,9.65712738,-11.6,-2.410215378,0.929768384,-8.031039957,-7.13923727,7.964920997619629,0.9661081,444.3603453959999,6.340800000000009,60.69,3.0,3.0,7.0,3.0,0.0,0.7931034482758621,32.0,0.0,133.20240000000007,7.0,727.1742311227822,196.25402893038213,0.4291869803140705,4.826017374252156,0.8048862814984482,True,True,False,False,False,True,3,False
C=C1C(=CC=C2CCCC3(C)C2CCC3C(C)CC2OC(=O)C(=C)C2CCCC)CC(O)C(CCCO)C1O,G2,reinvent_transmol,6.932056427,8.242431641,7.808135986,9.497692108,-11.6,-2.158148527,0.917678475,-7.903471606,-6.700275371,7.683878898620605,0.9506229,540.3814747639999,6.440200000000009,86.99000000000001,3.0,5.0,10.0,4.0,0.0,0.7352941176470589,39.0,0.0,155.73439999999982,9.0,978.0700556011902,235.6583726462024,0.2192477575164509,5.204875570877158,0.7747005383756337,True,True,True,False,True,True,4,False
CC(CCCCNS(=O)(=O)C(F)(F)F)C1CCC2C(=CC=C3CC(O)CC(O)C3)CCCC21C,G2,reinvent_transmol,6.562969208,7.144025803,5.232475281,7.243459702,-11.6,-1.669823647,0.922951341,-9.062361112,-6.962663569,7.960749626159668,0.95029247,507.26301441999993,5.206900000000005,86.63000000000001,3.0,4.0,8.0,3.0,0.0,0.84,34.0,0.0,126.19510000000008,6.0,857.8767603213181,201.49687403758577,0.3939775186641988,4.5592781304576455,0.8092361487668922,True,True,False,False,False,True,3,False
C=C1C(=CC=C2CCCC3(C)C2CCC3C(C)CC(C)C)CC(O)CC1O,G2,gmdldr_reinvent,8.254541397,8.308357239,7.168940544,9.626991272,-11.6,-1.456413984,0.924840569,-7.81480948,-7.14046638,7.270405769348144,0.9735571,372.30283051999993,5.809600000000008,40.46,2.0,2.0,4.0,3.0,0.0,0.76,27.0,0.0,113.34460000000009,6.0,613.8134080477006,166.0000267205997,0.6535769032409814,4.446543414331774,0.7855650350779724,True,True,False,False,False,True,3,False
C=C1C(O)CC(=CC=C2CCCC3(C)C2CCC3C(C)CC(C)(C)O)CC1O,G2,gmdldr_reinvent,8.497812271,7.637043953,6.4211483,9.515161514,-11.6,-1.536302924,0.922231495,-8.237586175,-6.999904647,7.776894569396973,0.96345407,388.29774514,4.924500000000006,60.69,3.0,3.0,4.0,3.0,0.0,0.76,28.0,0.0,114.80440000000009,6.0,637.1943321815352,170.7942604727957,0.5988567272625407,4.77347406160548,0.7950554117450026,True,True,False,False,False,True,3,False
CCC(CC)(c1ccc(OCC(=O)C(C)(C)C)c(C)c1)c1ccc(OCC(O)C(C)(C)O)c(C)c1,G2,gmdldr_reinvent,6.098071098,6.537716866,5.997159004,7.827126503,-11.6,-1.918022633,0.930309951,-8.698765068,-6.894788376,7.39549446105957,0.9364054,484.3188745079999,5.914140000000008,75.99000000000001,2.0,5.0,11.0,2.0,2.0,0.5666666666666667,35.0,0.0,141.47659999999996,1.0,1006.3825312871188,211.03453544814948,0.4143687446654882,3.29755658780298,0.7910672574652828,False,False,False,False,False,True,2,True
C=C1C(=CC=C2CCCC3(C)C2CCC3C(C)C(C)CCC(C)(C)O)CC(O)CC1O,G3,transmol-reinvent-gmdldr,8.143127441,8.313210487,7.412490845,9.693034172,-11.6,-2.286788464,0.933293045,-7.928593599,-7.172468281,7.977458953857422,0.97288585,430.3446953319999,5.950700000000008,60.69,3.0,3.0,6.0,3.0,0.0,0.7857142857142857,31.0,0.0,128.58540000000008,7.0,712.2594404805618,189.8890868159855,0.487774925299907,4.771413465811022,0.7967028189784376,True,True,False,False,False,True,3,False
C=C1C(=CC=C2CCCC3(C)C2CCC3C(C)CC(C)(C)O)CC(O)CC1O,G2,gmdldr_reinvent,8.012378693,8.185301781,7.015144348,9.737280846,-11.7,-1.299220681,0.921283364,-8.268597782,-7.032692423,7.581574440002441,0.97796875,388.2977451399999,4.924500000000006,60.69,3.0,3.0,4.0,3.0,0.0,0.76,28.0,0.0,114.80440000000009,6.0,653.1943321815353,170.7942604727957,0.6401732800836464,4.637320822739083,0.8068935388783381,True,True,False,False,False,True,3,False
C=C1C(=CC=C2CCCC3(C)C2CCC3C(C)CC(C)CC)CC(O)CC1O,G2,gmdldr_reinvent,8.780329704,8.543195724,7.499647617,9.519054413,-11.7,-1.858824849,0.925086498,-7.6493912,-6.509601015,7.495437622070312,0.97244996,386.31848058399993,6.199700000000008,40.46,2.0,2.0,5.0,3.0,0.0,0.7692307692307693,28.0,0.0,117.96160000000008,7.0,630.3440736336572,172.3649688349963,0.5903689804823584,4.573678195982177,0.7745334275104823,True,True,False,False,False,True,3,False
C=C1C(O)CC(=CC=C2CCCC3(C)C2CCC3C(C)CCCC(C)(C)O)C1O,G2,gmdldr_reinvent,8.189970016,7.191864014,7.544669151,9.700202942,-11.7,-2.182883263,0.925981522,-7.975430692,-7.147523213,7.939891815185547,0.9745394,402.313395204,5.314600000000007,60.69,3.0,3.0,6.0,3.0,0.0,0.7692307692307693,29.0,0.0,119.42140000000008,6.0,667.9311491153388,177.1592025871923,0.5273710550138061,4.74205480750007,0.7914425297674224,False,True,False,False,False,True,3,False
C=C1C(=CC=C2CCCC3(C)C2CCC3C(C)CC2OC(=O)C(=C)C2CC)CC(O)C(CCCO)C1O,G2,gmdldr_transmol,6.941766739,8.32690239,7.600649834,9.579117775,-11.8,-2.28677702,0.930584908,-8.694416351,-6.502789102,7.551204681396484,0.9622995,512.3501746359999,5.660000000000007,86.99000000000001,3.0,5.0,8.0,4.0,0.0,0.71875,37.0,0.0,146.50039999999993,9.0,946.8251160972588,222.9284884174091,0.288550191924194,5.199811424257705,0.8291520563733603,True,True,True,False,True,True,4,False
C=C1C(=CC=C2CCCC3(C)C2CCC3C(C)CC2OC(=O)C(=C)C2CCC)CC(O)C(OCCCO)C1O,G2,gmdldr_transmol,6.8675313,8.176403999,7.758981705,9.486702919,-11.8,-1.755480289,0.921491742,-8.395423233,-7.314672928,7.472687721252441,0.9643333,542.3607393199999,5.429000000000007,96.22,3.0,6.0,10.0,4.0,0.0,0.7272727272727273,39.0,0.0,152.75039999999984,9.0,980.6786517349826,234.40697576131265,0.1935827755186265,5.2791819811335685,0.8157548592087411,True,True,True,False,True,True,4,False
C=C1C(=CC=C2CCCC3(C)C2CCC3C(C)CC2CC(C)(O)C(=O)N2C)CC(O)CC1O,G2,reinvent_transmol,6.920286179,8.968984604,7.592292786,9.819128036,-11.8,-1.718780875,0.923018396,-8.367965471,-6.942255199,7.436482429504394,0.9710766,457.31920885599993,4.135300000000004,81.0,3.0,4.0,4.0,4.0,0.0,0.75,33.0,0.0,130.30540000000008,8.0,857.9586904935115,198.80461143270344,0.5927991209799627,5.073804520006416,0.8170763535561476,True,True,False,False,False,True,4,False
C=C1C(=CC=C2CCCC3(C)C2CCC3C(C)CCCC(O)(CC)CC)CC(O)CC1O,G2,gmdldr_reinvent,7.397880554,8.827950478,7.420516014,9.264434814,-11.8,-2.640629768,0.923392713,-8.323527925,-6.732532719,8.191946029663086,0.97293377,444.3603453959999,6.484900000000009,60.69,3.0,3.0,8.0,3.0,0.0,0.7931034482758621,32.0,0.0,133.27240000000006,6.0,715.9136188218088,196.25402893038216,0.4011250260269419,4.629512699898195,0.8101637429911053,True,True,False,False,False,True,3,False
CCC(CC)(c1ccc(C(=O)NC(CCC(=O)O)C(=O)O)cc1)c1ccc(OCC(O)C(C)(C)C)c(C)c1,G2,gmdldr_reinvent,7.006611347,6.08729887,6.797267914,8.875175476,-11.8,-1.168712854,0.92862457,-8.681190924,-7.479833249,7.451105117797852,0.9578221,527.2883026519999,4.934720000000004,133.16,4.0,5.0,13.0,2.0,2.0,0.5,38.0,0.0,145.69959999999986,2.0,1114.4115485111674,224.58813035453423,0.2900777831662088,3.386903858037126,0.8114467001614923,False,False,False,False,False,True,2,True
C=C1C(O)CC(=CC=C2CCCC3(C)C2CCC3C(C)CCC(O)(CC)CC)CC1O,G3,transmol-reinvent-gmdldr,7.630196571,8.005805969,6.96754694,9.118094444,-11.8,-2.2698946,0.92255336,-8.042739839,-6.937496752,8.218972206115723,0.9747232,430.344695332,6.094800000000007,60.69,3.0,3.0,7.0,3.0,0.0,0.7857142857142857,31.0,0.0,128.65540000000007,6.0,685.046131775239,189.8890868159856,0.4280162544006782,4.775451035024853,0.7858062020334745,True,True,False,False,False,True,3,False
C=C1C(=CC=C2CCCC3(C)C2CCC3C(C)CCCC(C)(C)O)CC(O)C(CCC)C1O,G2,gmdldr_transmol,8.572694778,8.236970901,7.325033188,9.766239166,-11.9,-2.567162037,0.929548264,-7.861588117,-7.184236877,7.974325180053711,0.966751,458.3759954599999,6.73090000000001,60.69,3.0,3.0,8.0,3.0,0.0,0.8,33.0,0.0,137.8194,7.0,742.1308959250727,202.6189710447788,0.3777332003659372,4.7404733350792725,0.793404148673523,True,True,True,False,False,True,3,False
C=C1C(O)CC(=CC=C2CCCC3(C)C2CCC3C(C)CCCCC(=O)O)CC1O,G2,gmdldr_reinvent,7.43123579,7.180195808,6.042626381,9.508356094,-11.9,-0.728410482,0.924142361,-8.622466233,-7.058951265,8.075157165527344,0.95688385,416.29265976,5.4085000000000045,77.76,3.0,3.0,7.0,3.0,0.0,0.7307692307692307,30.0,0.0,119.9934000000001,6.0,689.8221566696094,181.3207246872361,0.3830326476558278,4.471903014926605,0.8017635266849592,True,True,False,False,False,True,3,False
CC(CCC(C)(C)O)C1CCC2C(=CC=C3CC(O)CC(O)C3)CCCC21C,G2,gmdldr_reinvent,7.265164375,6.54425621,4.478863239,9.480201721,-11.9,-1.570791125,0.919980466,-8.596048407,-7.404081486,7.449987411499023,0.9753668,390.313395204,5.148500000000006,60.69,3.0,3.0,5.0,3.0,0.0,0.84,28.0,0.0,114.89840000000004,6.0,587.4044387504536,171.48386350498,0.6083429328448698,4.499371464202882,0.7980156770596567,True,True,False,False,False,True,3,False
CCC(O)(C#Cc1ccc(C(CC)(CC)c2ccc(OCC(O)C(C)(C)C)c(C)c2)cc1C)CC,G2,gmdldr_reinvent,6.534378052,6.542239189,5.302722931,8.661944389,-11.9,-1.873893738,0.918314755,-8.799667867,-7.184648808,7.810751914978027,0.94988805,478.344695332,7.097940000000008,49.69,2.0,3.0,9.0,2.0,2.0,0.5625,35.0,0.0,147.0865999999998,1.0,1040.6987293204131,213.48857773925133,0.3780191425327013,3.608481618160406,0.7989125834742205,False,False,False,False,False,True,2,True
C=C1C(=CC=C2CCCC3(C)C2CCC3C(C)CCCC(C)(C)O)CCC(O)C1O,G2,gmdldr_reinvent,7.930440426,8.133626938,6.416264534,9.745834351,-12.1,-2.123287201,0.925276399,-8.417312697,-6.614449578,7.937324523925781,0.9615634,416.3290452679999,5.704700000000008,60.69,3.0,3.0,6.0,3.0,0.0,0.7777777777777778,30.0,0.0,124.03840000000008,6.0,682.7119726280486,183.5241447015889,0.5199919050350968,4.622688016847987,0.8052047780842182,False,True,False,False,False,True,3,False
CC1=CC(=CC=C2CCCC3(C)C2CCC3C(C)CCCC(C)(C)O)CC(O)C1O,G2,gmdldr_reinvent,7.575658798,7.764024734,5.327054024,9.631670952,-12.1,-1.931411028,0.920941651,-8.338435554,-6.966840705,7.975924491882324,0.96370745,416.3290452679999,5.704700000000008,60.69,3.0,3.0,6.0,3.0,0.0,0.7777777777777778,30.0,0.0,124.03840000000008,6.0,695.3869642763738,183.5241447015889,0.5199919050350968,4.703524226979319,0.7895911416859389,False,True,False,False,False,True,3,False
C=C1C(O)CC(=CC=C2CCCC3(C)C2CCC3C(C)C(C)(C)O)CC1O,G2,gmdldr_reinvent,8.669416428,7.554430008,7.305010319,9.354389191,-12.2,-0.988788128,0.922437668,-7.777300912,-7.253805463,7.709978103637695,0.9656137,374.282095076,4.534400000000005,60.69,3.0,3.0,3.0,3.0,0.0,0.75,27.0,0.0,110.18740000000004,6.0,622.501951305067,164.42931835839912,0.6359394735055883,4.824549591531103,0.7757010744443014,True,True,False,False,False,True,3,False
C=C1C(=CC=C2CCCC3(C)C2CCC3C(C)CC2OC(=O)C(=C)C2CC(C)C)CC(O)C(C)C1O,G2,reinvent_transmol,7.313024044,7.913043022,7.406159401,9.62771225,-12.3,-2.359752178,0.922245681,-8.662664947,-7.000396281,7.837203025817871,0.9723413,496.35526001599993,6.543500000000009,66.76,2.0,4.0,6.0,4.0,0.0,0.71875,36.0,0.0,145.01859999999994,9.0,941.802282095348,218.13425466521312,0.3234539449583857,5.174586622807102,0.8307232312207576,True,True,True,False,True,True,4,False
C=C1C(O)CC(=CC=C2CCCC3(C)C2CCC3C(C)C2CCC(O)CC2)CC1O,G2,gmdldr_reinvent,7.739290237,6.991429329,6.860901833,9.35234642,-12.3,-1.538686514,0.925805986,-8.236550674,-6.690147985,7.739605903625488,0.9706054,414.313395204,5.314600000000006,60.69,3.0,3.0,3.0,4.0,0.0,0.7777777777777778,30.0,0.0,121.85440000000008,6.0,682.8967392807007,182.51831354805967,0.5482048412542876,4.7206273628678215,0.7895509320276235,True,True,False,False,False,True,4,False
C=C1C(O)CC(=CC=C2CCCC3(C)C2CCC3C(C)CC(O)C(C)(C)O)CC1O,G2,gmdldr_reinvent,8.40735817,7.64669466,7.562771797,9.749459267,-12.3,-1.677074909,0.923989236,-8.365870874,-6.674638387,7.926017761230469,0.97139496,418.30830982399993,4.2854000000000045,80.92,4.0,4.0,5.0,3.0,0.0,0.7692307692307693,30.0,0.0,120.81120000000008,7.0,684.3123816652825,181.9534363393883,0.5023392253812897,4.871014014727035,0.8114674498013883,True,True,False,False,False,True,3,False
C=C1C(O)CC(=CC=C2CCCC3(C)C2CCC3C(C)CCCC(C)(C)O)CC1O,G3,transmol-reinvent-gmdldr,8.254491806,7.892803192,6.690889835,9.556805611,-12.3,-2.48519516,0.933672369,-7.883960696,-7.63789198,8.01111125946045,0.9707231,416.329045268,5.704700000000007,60.69,3.0,3.0,6.0,3.0,0.0,0.7777777777777778,30.0,0.0,124.03840000000008,6.0,666.7119726280487,183.5241447015889,0.4864318148543215,4.6422482419887015,0.7930404224477337,True,True,False,False,False,True,3,False
C=C1C(=CC=C2CCCC3(C)C2CCC3C(C)CC2OC(=O)C(=C)C2CCCC)CC(O)C(C)C1O,G2,reinvent_transmol,7.561495781,8.088237762,7.778529644,9.549173355,-12.7,-2.14217782,0.916389644,-8.755760738,-7.197756663,7.874966621398926,0.96242404,496.35526001599993,6.687600000000009,66.76,2.0,4.0,7.0,4.0,0.0,0.71875,36.0,0.0,145.08859999999993,9.0,928.4401036263048,218.13425466521312,0.3044177273301757,5.131390675896869,0.8390413123733036,True,True,True,False,True,True,4,False
C=C1C(=CC=C2CCCC3(C)C2CCC3C(C)C(C)CCCC(C)(C)O)CC(O)CC1O,G2,gmdldr_reinvent,8.076723099,8.518789291,7.310641289,9.680671692,-12.7,-2.261143684,0.926797807,-8.010594814,-6.676255033,8.136398315429688,0.97479236,444.3603453959999,6.340800000000009,60.69,3.0,3.0,7.0,3.0,0.0,0.7931034482758621,32.0,0.0,133.20240000000007,7.0,727.1742311227822,196.25402893038213,0.4291869803140705,4.753840716427222,0.7946702678532893,True,True,False,False,False,True,3,False
C=C1C(=CC=C2CCCC3(C)C2CCC3C(C)CCC(C)(C)O)CC(O)CC1O,G2,gmdldr_reinvent,7.881289482,8.110589027,7.337198734,9.728513718,-12.7,-1.936671376,0.925168455,-7.821824399,-7.013530845,7.672601699829102,0.9711812,402.3133952039999,5.314600000000007,60.69,3.0,3.0,5.0,3.0,0.0,0.7692307692307693,29.0,0.0,119.42140000000008,6.0,667.9311491153389,177.1592025871923,0.5835246706916628,4.536225596205036,0.7837811468223178,True,True,False,False,False,True,3,False
C=C1C(=CC=C2CCCC3(C)C2CCC3C(C)CCCCC(C)(C)O)CC(O)C(O)C1O,G2,gmdldr_reinvent,7.618841648,8.356406212,7.339120865,9.167022705,-12.7,-2.62142849,0.922705173,-7.984258795,-7.107516298,8.005334854125977,0.9683975,446.3396099519999,5.065600000000008,80.92,4.0,4.0,7.0,3.0,0.0,0.7857142857142857,32.0,0.0,130.04520000000008,7.0,730.2046296660324,194.6833205681816,0.4118818964545758,4.701499071864888,0.7922266509843161,True,True,False,False,False,True,3,False
C=C1C(O)CC(=CC=C2CCCC3(C)C2CCC3C(C)CC2OC(=O)C(=C)C2CC)CC1O,G2,gmdldr_reinvent,8.205044746,8.542333603,7.321166992,9.495731354,-13.3,-2.179706335,0.923602283,-8.622179897,-6.870214906,7.738063812255859,0.9744544,454.30830982399993,5.661400000000006,66.76,2.0,4.0,5.0,4.0,0.0,0.6896551724137931,33.0,0.0,131.30760000000006,8.0,850.8476480497944,199.0394283220233,0.319453632147387,5.113448171739298,0.8367564417255671,True,True,False,False,True,True,4,False
CC(CCCC(=O)NO)C1CCC2C(=CC=C3CC(O)CC(O)C3)CCCC21C,G1,transmol,8.014748394489287,8.876910400390628,5.983203351497651,9.36827182769775,-11.4,-1.01691627502441,0.925082862377167,-8.894573,-7.856292,7.638344764709473,0.7377049180327869,405.287908728,4.273100000000004,89.79,4.0,4.0,6.0,3.0,0.0,0.7916666666666666,29.0,0.0,113.14680000000004,6.0,630.7919173291045,174.78434417371318,0.3922918717394822,4.4280741735067775,0.792239848999037,True,True,False,False,False,True,3,False
CC(CCCC(C)(C)O)C1CCC2C(=CC=C3CC(O)C(C)(O)C(O)C3)CCCC21C,G1,transmol,8.28964513540268,8.714645576477047,5.610884189605713,9.7330379486084,-11.7,-2.30805015563965,0.921485543251038,-8.384887,-7.963408,7.922942161560059,0.8245614035087719,434.33960995199993,4.899500000000005,80.92,4.0,4.0,6.0,3.0,0.0,0.8518518518518519,31.0,0.0,125.52220000000008,6.0,669.8402278839498,189.0079814859692,0.4792701368579256,4.694827363402358,0.7856806743739568,True,True,True,False,False,True,3,False
CC(CCCC(C)(C)O)C1CCC2C(=CC=C3CC(O)C4(CO4)C(O)C3)CCCC21C,G1,transmol,8.435142755508423,8.748048830032356,5.764184951782227,9.4241189956665,-12.3,-2.05078482627869,0.924111485481262,-8.437467,-7.959956,7.345451354980469,0.7833333333333333,432.32395988799993,4.917500000000005,73.22,3.0,4.0,6.0,4.0,0.0,0.8518518518518519,31.0,0.0,123.58140000000007,6.0,697.2383032419245,188.32146180975084,0.5211215613606381,5.175602431736066,0.783888638914177,True,True,True,False,False,True,4,False
CC(CCCCN(O)C=O)C1CCC2C(=CC=C3CC(O)CC(O)C3)CCCC21C,G1,transmol,7.562677145004274,9.012724828720092,6.336088061332705,9.53316879272461,-12.0,-1.05522227287292,0.925882518291473,-8.65688,-8.046219,7.839206695556641,0.7096774193548387,419.303558792,4.615300000000005,81.0,3.0,4.0,8.0,3.0,0.0,0.8,30.0,0.0,117.77410000000006,6.0,633.0598816116,181.35925777470507,0.2321327700673617,4.6569268134172725,0.7750207831674447,True,True,False,False,False,True,3,False
